System Epoch,E4 Epoch,Corrected Epoch,Value,
1668571256252,1668571256898,1668571257508,1.2812,
1668571257760,1668571257148,1668571257758,1.2812,
1668571257760,1668571257398,1668571258008,1.2761,
1668571257761,1668571257648,1668571258258,1.2735,
1668571257761,1668571257898,1668571258508,1.2786,
1668571257761,1668571258148,1668571258758,1.2825,
1668571257761,1668571258398,1668571259008,1.2838,
1668571259267,1668571258648,1668571259258,1.2850,
1668571259267,1668571258898,1668571259508,1.2850,
1668571259268,1668571259148,1668571259758,1.2799,
1668571259268,1668571259398,1668571260008,1.2799,
1668571259268,1668571259648,1668571260258,1.2774,
1668571259268,1668571259898,1668571260508,1.2774,
1668571260751,1668571260148,1668571260758,1.2786,
1668571260751,1668571260398,1668571261008,1.2761,
1668571260755,1668571260648,1668571261258,1.2812,
1668571260755,1668571260898,1668571261508,1.2825,
1668571260755,1668571261148,1668571261758,1.2799,
1668571260755,1668571261398,1668571262008,1.2799,
1668571262259,1668571261648,1668571262258,1.2761,
1668571262259,1668571261898,1668571262508,1.2735,
1668571262260,1668571262148,1668571262758,1.2710,
1668571262260,1668571262398,1668571263008,1.2658,
1668571262260,1668571262648,1668571263258,1.2633,
1668571262260,1668571262898,1668571263508,1.2594,
1668571263745,1668571263148,1668571263758,1.2543,
1668571263746,1668571263398,1668571264008,1.2505,
1668571263746,1668571263648,1668571264258,1.2479,
1668571263746,1668571263898,1668571264508,1.2415,
1668571263746,1668571264148,1668571264758,1.2389,
1668571263746,1668571264398,1668571265008,1.2364,
1668571265251,1668571264648,1668571265258,1.2325,
1668571265251,1668571264898,1668571265508,1.2287,
1668571265252,1668571265148,1668571265758,1.2300,
1668571265252,1668571265398,1668571266008,1.2261,
1668571265252,1668571265648,1668571266258,1.2236,
1668571265252,1668571265898,1668571266508,1.2236,
1668571266759,1668571266398,1668571267008,1.2184,
1668571266759,1668571266148,1668571266758,1.2210,
1668571266759,1668571266648,1668571267258,1.2133,
1668571266759,1668571266898,1668571267508,1.2133,
1668571266759,1668571267148,1668571267758,1.2082,
1668571266759,1668571267398,1668571268008,1.2056,
1668571268266,1668571267648,1668571268258,1.2031,
1668571268266,1668571267898,1668571268508,1.2005,
1668571268267,1668571268148,1668571268758,1.2005,
1668571268267,1668571268398,1668571269008,1.1979,
1668571268267,1668571268648,1668571269258,1.1941,
1668571268267,1668571268898,1668571269508,1.1915,
1668571269752,1668571269148,1668571269758,1.1903,
1668571269752,1668571269398,1668571270008,1.1877,
1668571269752,1668571269648,1668571270258,1.1839,
1668571269752,1668571269898,1668571270508,1.1826,
1668571269752,1668571270148,1668571270758,1.1787,
1668571269752,1668571270398,1668571271008,1.1775,
1668571271259,1668571270648,1668571271258,1.1787,
1668571271259,1668571270898,1668571271508,1.1775,
1668571271260,1668571271148,1668571271758,1.1749,
1668571271260,1668571271398,1668571272008,1.1775,
1668571271260,1668571271648,1668571272258,1.1749,
1668571271260,1668571271898,1668571272508,1.1710,
1668571272744,1668571272148,1668571272758,1.1698,
1668571272744,1668571272398,1668571273008,1.1698,
1668571272745,1668571272648,1668571273258,1.1685,
1668571272745,1668571272898,1668571273508,1.1698,
1668571272745,1668571273148,1668571273758,1.1672,
1668571272745,1668571273398,1668571274008,1.1621,
1668571274252,1668571273648,1668571274258,1.1595,
1668571274252,1668571273898,1668571274508,1.1557,
1668571274252,1668571274148,1668571274758,1.1544,
1668571274252,1668571274398,1668571275008,1.1518,
1668571274252,1668571274648,1668571275258,1.1506,
1668571274252,1668571274898,1668571275508,1.1493,
1668571275758,1668571275148,1668571275758,1.1454,
1668571275758,1668571275398,1668571276008,1.1429,
1668571275760,1668571275648,1668571276258,1.1403,
1668571275760,1668571275898,1668571276508,1.1352,
1668571275760,1668571276148,1668571276758,1.1339,
1668571275760,1668571276398,1668571277008,1.1326,
1668571277244,1668571276648,1668571277258,1.1288,
1668571277244,1668571276898,1668571277508,1.1249,
1668571277245,1668571277148,1668571277758,1.1224,
1668571277245,1668571277398,1668571278008,1.1185,
1668571277245,1668571277648,1668571278258,1.1185,
1668571277245,1668571277898,1668571278508,1.1147,
1668571278752,1668571278148,1668571278758,1.1108,
1668571278752,1668571278398,1668571279008,1.1096,
1668571278753,1668571278648,1668571279258,1.1032,
1668571278753,1668571278898,1668571279508,1.1032,
1668571278753,1668571279148,1668571279758,1.1006,
1668571278753,1668571279398,1668571280008,1.1019,
1668571280259,1668571279648,1668571280258,1.1019,
1668571280260,1668571279898,1668571280508,1.0968,
1668571280261,1668571280148,1668571280758,1.0955,
1668571280261,1668571280398,1668571281008,1.0929,
1668571280261,1668571280648,1668571281258,1.0942,
1668571280261,1668571280898,1668571281508,1.0968,
1668571281744,1668571281148,1668571281758,1.0955,
1668571281745,1668571281398,1668571282008,1.0916,
1668571281745,1668571281648,1668571282258,1.0904,
1668571281745,1668571281898,1668571282508,1.0916,
1668571281745,1668571282148,1668571282758,1.0891,
1668571281745,1668571282398,1668571283008,1.0878,
1668571283253,1668571282898,1668571283508,1.0827,
1668571283255,1668571282648,1668571283258,1.0852,
1668571283255,1668571283148,1668571283758,1.0788,
1668571283255,1668571283398,1668571284008,1.0737,
1668571283255,1668571283648,1668571284258,1.0750,
1668571283255,1668571283898,1668571284508,1.0737,
1668571284782,1668571284148,1668571284758,1.0673,
1668571284782,1668571284398,1668571285008,1.0647,
1668571284783,1668571284648,1668571285258,1.0622,
1668571284783,1668571284898,1668571285508,1.0596,
1668571284783,1668571285148,1668571285758,1.0532,
1668571284783,1668571285398,1668571286008,1.0506,
1668571286244,1668571285648,1668571286258,1.0481,
1668571286244,1668571285898,1668571286508,1.0455,
1668571286245,1668571286148,1668571286758,1.0417,
1668571286245,1668571286398,1668571287008,1.0404,
1668571286245,1668571286648,1668571287258,1.0340,
1668571286245,1668571286898,1668571287508,1.0340,
1668571287752,1668571287148,1668571287758,1.0314,
1668571287752,1668571287398,1668571288008,1.0289,
1668571287753,1668571287648,1668571288258,1.0263,
1668571287753,1668571287898,1668571288508,1.0225,
1668571287753,1668571288148,1668571288758,1.0225,
1668571287753,1668571288398,1668571289008,1.0161,
1668571289259,1668571288648,1668571289258,1.0148,
1668571289259,1668571288898,1668571289508,1.0084,
1668571289260,1668571289148,1668571289758,1.0045,
1668571289260,1668571289398,1668571290008,1.0033,
1668571289260,1668571289648,1668571290258,1.0007,
1668571289260,1668571289898,1668571290508,0.9969,
1668571290744,1668571290148,1668571290758,0.9943,
1668571290744,1668571290398,1668571291008,0.9930,
1668571290745,1668571290648,1668571291258,0.9904,
1668571290745,1668571290898,1668571291508,0.9917,
1668571290745,1668571291148,1668571291758,0.9904,
1668571290745,1668571291398,1668571292008,0.9879,
1668571292252,1668571291648,1668571292258,0.9866,
1668571292252,1668571291898,1668571292508,0.9789,
1668571292253,1668571292148,1668571292758,0.9751,
1668571292253,1668571292398,1668571293008,0.9751,
1668571292253,1668571292648,1668571293258,0.9700,
1668571292253,1668571292898,1668571293508,0.9687,
1668571293759,1668571293148,1668571293758,0.9635,
1668571293759,1668571293398,1668571294008,0.9635,
1668571293760,1668571293648,1668571294258,0.9610,
1668571293760,1668571293898,1668571294508,0.9584,
1668571293760,1668571294148,1668571294758,0.9597,
1668571293760,1668571294398,1668571295008,0.9571,
1668571295245,1668571294648,1668571295258,0.9571,
1668571295245,1668571294898,1668571295508,0.9520,
1668571295246,1668571295148,1668571295758,0.9533,
1668571295246,1668571295398,1668571296008,0.9469,
1668571295246,1668571295648,1668571296258,0.9431,
1668571295246,1668571295898,1668571296508,0.9392,
1668571296752,1668571296148,1668571296758,0.9354,
1668571296752,1668571296398,1668571297008,0.9328,
1668571296753,1668571296648,1668571297258,0.9328,
1668571296753,1668571296898,1668571297508,0.9302,
1668571296753,1668571297148,1668571297758,0.9315,
1668571296753,1668571297398,1668571298008,0.9277,
1668571298260,1668571297898,1668571298508,0.9238,
1668571298260,1668571297648,1668571298258,0.9290,
1668571298260,1668571298148,1668571298758,0.9200,
1668571298260,1668571298398,1668571299008,0.9174,
1668571298260,1668571298648,1668571299258,0.9123,
1668571298260,1668571298898,1668571299508,0.9123,
1668571299744,1668571299148,1668571299758,0.9059,
1668571299745,1668571299398,1668571300008,0.9059,
1668571299746,1668571299648,1668571300258,0.9059,
1668571299746,1668571299898,1668571300508,0.9033,
1668571299746,1668571300148,1668571300758,0.9046,
1668571299746,1668571300398,1668571301008,0.9136,
1668571301254,1668571300648,1668571301258,0.9187,
1668571301254,1668571300898,1668571301508,0.9213,
1668571301255,1668571301148,1668571301758,0.9226,
1668571301255,1668571301398,1668571302008,0.9226,
1668571301255,1668571301648,1668571302258,0.9251,
1668571301255,1668571301898,1668571302508,0.9213,
1668571302760,1668571302148,1668571302758,0.9187,
1668571302760,1668571302398,1668571303008,0.9136,
1668571302760,1668571302648,1668571303258,0.9072,
1668571302760,1668571302898,1668571303508,0.9033,
1668571302760,1668571303148,1668571303758,0.8982,
1668571302760,1668571303398,1668571304008,0.8957,
1668571304244,1668571303648,1668571304258,0.8931,
1668571304244,1668571303898,1668571304508,0.8905,
1668571304246,1668571304148,1668571304758,0.8867,
1668571304246,1668571304398,1668571305008,0.8854,
1668571304246,1668571304648,1668571305258,0.8854,
1668571304246,1668571304898,1668571305508,0.8931,
1668571305753,1668571305148,1668571305758,0.8918,
1668571305753,1668571305398,1668571306008,0.8944,
1668571305753,1668571305648,1668571306258,0.8944,
1668571305753,1668571305898,1668571306508,0.8931,
1668571305753,1668571306148,1668571306758,0.8893,
1668571305753,1668571306398,1668571307008,0.8918,
1668571307261,1668571306648,1668571307258,0.8841,
1668571307261,1668571306898,1668571307508,0.8829,
1668571307262,1668571307148,1668571307758,0.8867,
1668571307262,1668571307398,1668571308008,0.8918,
1668571307262,1668571307648,1668571308258,0.9021,
1668571307262,1668571307898,1668571308508,0.9072,
1668571308745,1668571308148,1668571308758,0.9123,
1668571308745,1668571308398,1668571309008,0.9174,
1668571308747,1668571308648,1668571309258,0.9226,
1668571308747,1668571308898,1668571309508,0.9213,
1668571308747,1668571309148,1668571309758,0.9200,
1668571308747,1668571309398,1668571310008,0.9200,
1668571310252,1668571309648,1668571310258,0.9162,
1668571310255,1668571309898,1668571310508,0.9187,
1668571310257,1668571310148,1668571310758,0.9200,
1668571310257,1668571310398,1668571311008,0.9187,
1668571310257,1668571310648,1668571311258,0.9174,
1668571310257,1668571310898,1668571311508,0.9149,
1668571311760,1668571311148,1668571311758,0.9123,
1668571311760,1668571311398,1668571312008,0.9072,
1668571311760,1668571311648,1668571312258,0.9046,
1668571311760,1668571311898,1668571312508,0.9008,
1668571311760,1668571312148,1668571312758,0.8944,
1668571311760,1668571312398,1668571313008,0.8931,
1668571313245,1668571312648,1668571313258,0.8905,
1668571313245,1668571312898,1668571313508,0.8957,
1668571313246,1668571313148,1668571313758,0.8931,
1668571313246,1668571313398,1668571314008,0.8905,
1668571313246,1668571313648,1668571314258,0.8905,
1668571313246,1668571313898,1668571314508,0.8880,
1668571314774,1668571314148,1668571314758,0.8841,
1668571314774,1668571314398,1668571315008,0.8816,
1668571314775,1668571314648,1668571315258,0.8777,
1668571314775,1668571314898,1668571315508,0.8777,
1668571314775,1668571315148,1668571315758,0.8764,
1668571314775,1668571315398,1668571316008,0.8764,
1668571316239,1668571315648,1668571316258,0.8726,
1668571316239,1668571315898,1668571316508,0.8713,
1668571316240,1668571316148,1668571316758,0.8700,
1668571316240,1668571316398,1668571317008,0.8752,
1668571316240,1668571316648,1668571317258,0.8739,
1668571316240,1668571316898,1668571317508,0.8752,
1668571317747,1668571317148,1668571317758,0.8803,
1668571317747,1668571317398,1668571318008,0.8829,
1668571317747,1668571317648,1668571318258,0.8880,
1668571317747,1668571317898,1668571318508,0.8918,
1668571317747,1668571318148,1668571318758,0.8944,
1668571317747,1668571318398,1668571319008,0.8918,
1668571319253,1668571318648,1668571319258,0.8867,
1668571319255,1668571319148,1668571319758,0.8803,
1668571319255,1668571319398,1668571320008,0.8726,
1668571319255,1668571319648,1668571320258,0.8688,
1668571319255,1668571319898,1668571320508,0.8662,
1668571319253,1668571318898,1668571319508,0.8854,
1668571320738,1668571320148,1668571320758,0.8611,
1668571320738,1668571320398,1668571321008,0.8585,
1668571320739,1668571320648,1668571321258,0.8688,
1668571320739,1668571320898,1668571321508,0.8739,
1668571320739,1668571321148,1668571321758,0.8764,
1668571320739,1668571321398,1668571322008,0.8777,
1668571322267,1668571321648,1668571322258,0.8777,
1668571322267,1668571321898,1668571322508,0.8739,
1668571322269,1668571322148,1668571322758,0.8726,
1668571322269,1668571322398,1668571323008,0.8764,
1668571322269,1668571322648,1668571323258,0.8931,
1668571322269,1668571322898,1668571323508,0.9162,
1668571323753,1668571323148,1668571323758,0.9418,
1668571323753,1668571323398,1668571324008,0.9725,
1668571323754,1668571323648,1668571324258,0.9969,
1668571323754,1668571323898,1668571324508,1.0148,
1668571323754,1668571324148,1668571324758,1.0314,
1668571323754,1668571324398,1668571325008,1.0417,
1668571325238,1668571324648,1668571325258,1.0506,
1668571325238,1668571324898,1668571325508,1.0571,
1668571325239,1668571325148,1668571325758,1.0609,
1668571325239,1668571325398,1668571326008,1.0609,
1668571325239,1668571325648,1668571326258,1.0545,
1668571325239,1668571325898,1668571326508,1.0519,
1668571326767,1668571326148,1668571326758,1.0455,
1668571326767,1668571326398,1668571327008,1.0391,
1668571326768,1668571326648,1668571327258,1.0340,
1668571326768,1668571326898,1668571327508,1.0302,
1668571326768,1668571327148,1668571327758,1.0212,
1668571326768,1668571327398,1668571328008,1.0238,
1668571328253,1668571327648,1668571328258,1.0276,
1668571328253,1668571327898,1668571328508,1.0340,
1668571328254,1668571328148,1668571328758,1.0353,
1668571328254,1668571328398,1668571329008,1.0378,
1668571328254,1668571328648,1668571329258,1.0327,
1668571328254,1668571328898,1668571329508,1.0302,
1668571329740,1668571329398,1668571330008,1.0289,
1668571329742,1668571329148,1668571329758,1.0263,
1668571329743,1668571329648,1668571330258,1.0263,
1668571329743,1668571329898,1668571330508,1.0250,
1668571329743,1668571330148,1668571330758,1.0225,
1668571329743,1668571330398,1668571331008,1.0263,
1668571331245,1668571330648,1668571331258,1.0327,
1668571331245,1668571330898,1668571331508,1.0314,
1668571331246,1668571331148,1668571331758,1.0340,
1668571331246,1668571331398,1668571332008,1.0314,
1668571331246,1668571331648,1668571332258,1.0302,
1668571331246,1668571331898,1668571332508,1.0289,
1668571332753,1668571332148,1668571332758,1.0302,
1668571332753,1668571332398,1668571333008,1.0314,
1668571332754,1668571332648,1668571333258,1.0314,
1668571332754,1668571332898,1668571333508,1.0353,
1668571332754,1668571333148,1668571333758,1.0353,
1668571332754,1668571333398,1668571334008,1.0340,
1668571334260,1668571333648,1668571334258,1.0327,
1668571334260,1668571333898,1668571334508,1.0340,
1668571334261,1668571334148,1668571334758,1.0391,
1668571334261,1668571334398,1668571335008,1.0404,
1668571334261,1668571334648,1668571335258,1.0430,
1668571334261,1668571334898,1668571335508,1.0468,
1668571335747,1668571335148,1668571335758,1.0481,
1668571335747,1668571335398,1668571336008,1.0468,
1668571335748,1668571335648,1668571336258,1.0481,
1668571335748,1668571335898,1668571336508,1.0442,
1668571335748,1668571336148,1668571336758,1.0404,
1668571335748,1668571336398,1668571337008,1.0366,
1668571337253,1668571336898,1668571337508,1.0302,
1668571337253,1668571336648,1668571337258,1.0353,
1668571337254,1668571337148,1668571337758,1.0263,
1668571337254,1668571337398,1668571338008,1.0250,
1668571337254,1668571337648,1668571338258,1.0225,
1668571337254,1668571337898,1668571338508,1.0212,
1668571338740,1668571338148,1668571338758,1.0199,
1668571338740,1668571338398,1668571339008,1.0161,
1668571338741,1668571338648,1668571339258,1.0148,
1668571338741,1668571338898,1668571339508,1.0161,
1668571338741,1668571339148,1668571339758,1.0250,
1668571338741,1668571339398,1668571340008,1.0455,
1668571340268,1668571339648,1668571340258,1.0775,
1668571340268,1668571339898,1668571340508,1.1147,
1668571340270,1668571340148,1668571340758,1.1377,
1668571340270,1668571340398,1668571341008,1.1544,
1668571340270,1668571340648,1668571341258,1.1698,
1668571340270,1668571340898,1668571341508,1.1749,
1668571341753,1668571341148,1668571341758,1.1698,
1668571341753,1668571341398,1668571342008,1.1621,
1668571341754,1668571341648,1668571342258,1.1557,
1668571341754,1668571341898,1668571342508,1.1429,
1668571341754,1668571342148,1668571342758,1.1365,
1668571341754,1668571342398,1668571343008,1.1301,
1668571343238,1668571342648,1668571343258,1.1224,
1668571343238,1668571342898,1668571343508,1.1211,
1668571343239,1668571343148,1668571343758,1.1237,
1668571343239,1668571343398,1668571344008,1.1313,
1668571343239,1668571343648,1668571344258,1.1390,
1668571343239,1668571343898,1668571344508,1.1518,
1668571344768,1668571344398,1668571345008,1.1672,
1668571344768,1668571344148,1668571344758,1.1608,
1668571344769,1668571344648,1668571345258,1.1736,
1668571344769,1668571344898,1668571345508,1.1749,
1668571344769,1668571345148,1668571345758,1.1749,
1668571344769,1668571345398,1668571346008,1.1736,
1668571346253,1668571345648,1668571346258,1.1787,
1668571346253,1668571345898,1668571346508,1.1762,
1668571346255,1668571346148,1668571346758,1.1723,
1668571346255,1668571346398,1668571347008,1.1646,
1668571346255,1668571346648,1668571347258,1.1595,
1668571346255,1668571346898,1668571347508,1.1557,
1668571347738,1668571347148,1668571347758,1.1493,
1668571347738,1668571347398,1668571348008,1.1493,
1668571347739,1668571347648,1668571348258,1.1416,
1668571347739,1668571347898,1668571348508,1.1390,
1668571347739,1668571348148,1668571348758,1.1377,
1668571347739,1668571348398,1668571349008,1.1352,
1668571349246,1668571348648,1668571349258,1.1326,
1668571349246,1668571348898,1668571349508,1.1301,
1668571349247,1668571349148,1668571349758,1.1326,
1668571349247,1668571349398,1668571350008,1.1288,
1668571349247,1668571349648,1668571350258,1.1262,
1668571349247,1668571349898,1668571350508,1.1275,
1668571350753,1668571350148,1668571350758,1.1313,
1668571350753,1668571350398,1668571351008,1.1390,
1668571350754,1668571350648,1668571351258,1.1442,
1668571350754,1668571350898,1668571351508,1.1493,
1668571350754,1668571351148,1668571351758,1.1506,
1668571350754,1668571351398,1668571352008,1.1608,
1668571352260,1668571351648,1668571352258,1.1685,
1668571352260,1668571351898,1668571352508,1.1787,
1668571352262,1668571352148,1668571352758,1.1851,
1668571352262,1668571352398,1668571353008,1.1864,
1668571352262,1668571352648,1668571353258,1.1864,
1668571352262,1668571352898,1668571353508,1.1800,
1668571353745,1668571353148,1668571353758,1.1762,
1668571353745,1668571353398,1668571354008,1.1685,
1668571353746,1668571353648,1668571354258,1.1608,
1668571353746,1668571353898,1668571354508,1.1570,
1668571353746,1668571354148,1668571354758,1.1557,
1668571353746,1668571354398,1668571355008,1.1518,
1668571355253,1668571354648,1668571355258,1.1480,
1668571355253,1668571354898,1668571355508,1.1467,
1668571355254,1668571355148,1668571355758,1.1442,
1668571355254,1668571355398,1668571356008,1.1403,
1668571355254,1668571355648,1668571356258,1.1377,
1668571355254,1668571355898,1668571356508,1.1352,
1668571356738,1668571356148,1668571356758,1.1339,
1668571356738,1668571356398,1668571357008,1.1326,
1668571356739,1668571356648,1668571357258,1.1352,
1668571356739,1668571356898,1668571357508,1.1339,
1668571356739,1668571357148,1668571357758,1.1313,
1668571356739,1668571357398,1668571358008,1.1326,
1668571358246,1668571357648,1668571358258,1.1288,
1668571358246,1668571357898,1668571358508,1.1237,
1668571358247,1668571358148,1668571358758,1.1275,
1668571358247,1668571358398,1668571359008,1.1249,
1668571358247,1668571358648,1668571359258,1.1416,
1668571358247,1668571358898,1668571359508,1.1557,
1668571359753,1668571359148,1668571359758,1.1685,
1668571359753,1668571359398,1668571360008,1.1813,
1668571359755,1668571359648,1668571360258,1.1813,
1668571359755,1668571359898,1668571360508,1.1851,
1668571359755,1668571360148,1668571360758,1.1839,
1668571359755,1668571360398,1668571361008,1.1839,
1668571361238,1668571360648,1668571361258,1.1775,
1668571361238,1668571360898,1668571361508,1.1749,
1668571361239,1668571361148,1668571361758,1.1685,
1668571361239,1668571361398,1668571362008,1.1646,
1668571361239,1668571361648,1668571362258,1.1595,
1668571361239,1668571361898,1668571362508,1.1582,
1668571362746,1668571362148,1668571362758,1.1608,
1668571362746,1668571362398,1668571363008,1.1621,
1668571362747,1668571362648,1668571363258,1.1672,
1668571362747,1668571362898,1668571363508,1.1723,
1668571362747,1668571363148,1668571363758,1.1762,
1668571362747,1668571363398,1668571364008,1.1775,
1668571364298,1668571363648,1668571364258,1.1775,
1668571364298,1668571363898,1668571364508,1.1787,
1668571364299,1668571364148,1668571364758,1.1775,
1668571364299,1668571364398,1668571365008,1.1749,
1668571364299,1668571364648,1668571365258,1.1736,
1668571364299,1668571364898,1668571365508,1.1749,
1668571365739,1668571365148,1668571365758,1.1775,
1668571365739,1668571365398,1668571366008,1.1749,
1668571365739,1668571365648,1668571366258,1.1787,
1668571365739,1668571365898,1668571366508,1.1813,
1668571365739,1668571366148,1668571366758,1.1813,
1668571365739,1668571366398,1668571367008,1.1813,
1668571367247,1668571366648,1668571367258,1.1826,
1668571367247,1668571366898,1668571367508,1.1826,
1668571367248,1668571367148,1668571367758,1.1890,
1668571367248,1668571367398,1668571368008,1.1992,
1668571367248,1668571367648,1668571368258,1.2159,
1668571367248,1668571367898,1668571368508,1.2377,
1668571368754,1668571368148,1668571368758,1.2607,
1668571368754,1668571368398,1668571369008,1.2774,
1668571368755,1668571368648,1668571369258,1.2863,
1668571368755,1668571368898,1668571369508,1.2863,
1668571368755,1668571369148,1668571369758,1.2863,
1668571368755,1668571369398,1668571370008,1.2991,
1668571370239,1668571369648,1668571370258,1.3196,
1668571370240,1668571369898,1668571370508,1.3376,
1668571370240,1668571370148,1668571370758,1.3491,
1668571370240,1668571370398,1668571371008,1.3606,
1668571370240,1668571370648,1668571371258,1.3632,
1668571370240,1668571370898,1668571371508,1.3606,
1668571371791,1668571371148,1668571371758,1.3606,
1668571371791,1668571371398,1668571372008,1.3517,
1668571371791,1668571371648,1668571372258,1.3440,
1668571371791,1668571371898,1668571372508,1.3312,
1668571371791,1668571372148,1668571372758,1.3222,
1668571371791,1668571372398,1668571373008,1.3107,
1668571373254,1668571372648,1668571373258,1.3017,
1668571373254,1668571372898,1668571373508,1.2915,
1668571373256,1668571373148,1668571373758,1.2850,
1668571373256,1668571373398,1668571374008,1.2799,
1668571373256,1668571373648,1668571374258,1.2722,
1668571373256,1668571373898,1668571374508,1.2684,
1668571374739,1668571374148,1668571374758,1.2697,
1668571374739,1668571374398,1668571375008,1.2646,
1668571374739,1668571374648,1668571375258,1.2633,
1668571374739,1668571374898,1668571375508,1.2646,
1668571374739,1668571375148,1668571375758,1.2697,
1668571374739,1668571375398,1668571376008,1.2697,
1668571376268,1668571375648,1668571376258,1.2646,
1668571376268,1668571375898,1668571376508,1.2633,
1668571376270,1668571376148,1668571376758,1.2581,
1668571376270,1668571376398,1668571377008,1.2543,
1668571376270,1668571376648,1668571377258,1.2517,
1668571376270,1668571376898,1668571377508,1.2505,
1668571377753,1668571377148,1668571377758,1.2466,
1668571377753,1668571377398,1668571378008,1.2428,
1668571377754,1668571377648,1668571378258,1.2415,
1668571377754,1668571377898,1668571378508,1.2428,
1668571377754,1668571378148,1668571378758,1.2441,
1668571377754,1668571378398,1668571379008,1.2389,
1668571379262,1668571378648,1668571379258,1.2389,
1668571379262,1668571378898,1668571379508,1.2389,
1668571379266,1668571379148,1668571379758,1.2389,
1668571379266,1668571379398,1668571380008,1.2338,
1668571379266,1668571379648,1668571380258,1.2351,
1668571379266,1668571379898,1668571380508,1.2274,
1668571380746,1668571380398,1668571381008,1.2248,
1668571380746,1668571380148,1668571380758,1.2287,
1668571380747,1668571380648,1668571381258,1.2223,
1668571380747,1668571380898,1668571381508,1.2223,
1668571380747,1668571381148,1668571381758,1.2223,
1668571380747,1668571381398,1668571382008,1.2248,
1668571382254,1668571381898,1668571382508,1.2210,
1668571382254,1668571381648,1668571382258,1.2223,
1668571382254,1668571382148,1668571382758,1.2210,
1668571382254,1668571382398,1668571383008,1.2210,
1668571382254,1668571382648,1668571383258,1.2197,
1668571382254,1668571382898,1668571383508,1.2210,
1668571383783,1668571383148,1668571383758,1.2184,
1668571383783,1668571383398,1668571384008,1.2172,
1668571383784,1668571383648,1668571384258,1.2172,
1668571383784,1668571383898,1668571384508,1.2146,
1668571383784,1668571384148,1668571384758,1.2133,
1668571383784,1668571384398,1668571385008,1.2159,
1668571385246,1668571384648,1668571385258,1.2146,
1668571385246,1668571384898,1668571385508,1.2120,
1668571385247,1668571385148,1668571385758,1.2146,
1668571385247,1668571385398,1668571386008,1.2146,
1668571385247,1668571385648,1668571386258,1.2095,
1668571385247,1668571385898,1668571386508,1.2095,
1668571386731,1668571386148,1668571386758,1.2082,
1668571386731,1668571386398,1668571387008,1.2056,
1668571386731,1668571386648,1668571387258,1.2056,
1668571386731,1668571386898,1668571387508,1.2031,
1668571386731,1668571387148,1668571387758,1.2031,
1668571386731,1668571387398,1668571388008,1.2031,
1668571388239,1668571387648,1668571388258,1.2031,
1668571388239,1668571387898,1668571388508,1.2069,
1668571388240,1668571388148,1668571388758,1.2056,
1668571388240,1668571388398,1668571389008,1.2031,
1668571388240,1668571388648,1668571389258,1.2031,
1668571388240,1668571388898,1668571389508,1.2031,
1668571389747,1668571389148,1668571389758,1.2031,
1668571389747,1668571389398,1668571390008,1.2044,
1668571389748,1668571389648,1668571390258,1.2108,
1668571389748,1668571389898,1668571390508,1.2056,
1668571389748,1668571390148,1668571390758,1.2031,
1668571389748,1668571390398,1668571391008,1.2005,
1668571391231,1668571390648,1668571391258,1.1979,
1668571391231,1668571390898,1668571391508,1.1979,
1668571391233,1668571391148,1668571391758,1.1954,
1668571391233,1668571391398,1668571392008,1.1915,
1668571391233,1668571391648,1668571392258,1.1928,
1668571391233,1668571391898,1668571392508,1.1890,
1668571392739,1668571392148,1668571392758,1.1864,
1668571392739,1668571392398,1668571393008,1.1864,
1668571392740,1668571392648,1668571393258,1.1839,
1668571392740,1668571392898,1668571393508,1.1839,
1668571392740,1668571393148,1668571393758,1.1813,
1668571392740,1668571393398,1668571394008,1.1787,
1668571394246,1668571393648,1668571394258,1.1826,
1668571394246,1668571393898,1668571394508,1.1775,
1668571394248,1668571394148,1668571394758,1.1749,
1668571394248,1668571394398,1668571395008,1.1736,
1668571394248,1668571394648,1668571395258,1.1710,
1668571394248,1668571394898,1668571395508,1.1698,
1668571395733,1668571395148,1668571395758,1.1672,
1668571395735,1668571395648,1668571396258,1.1659,
1668571395735,1668571395898,1668571396508,1.1646,
1668571395735,1668571396148,1668571396758,1.1646,
1668571395735,1668571396398,1668571397008,1.1621,
1668571395733,1668571395398,1668571396008,1.1685,
1668571397239,1668571396648,1668571397258,1.1582,
1668571397239,1668571396898,1668571397508,1.1570,
1668571397242,1668571397148,1668571397758,1.1531,
1668571397242,1668571397398,1668571398008,1.1518,
1668571397242,1668571397648,1668571398258,1.1506,
1668571397242,1668571397898,1668571398508,1.1531,
1668571398746,1668571398148,1668571398758,1.1544,
1668571398746,1668571398398,1668571399008,1.1621,
1668571398747,1668571398648,1668571399258,1.1672,
1668571398747,1668571398898,1668571399508,1.1685,
1668571398747,1668571399148,1668571399758,1.1659,
1668571398747,1668571399398,1668571400008,1.1672,
1668571400254,1668571399648,1668571400258,1.1736,
1668571400254,1668571399898,1668571400508,1.1659,
1668571400255,1668571400148,1668571400758,1.1595,
1668571400255,1668571400398,1668571401008,1.1595,
1668571400255,1668571400648,1668571401258,1.1531,
1668571400255,1668571400898,1668571401508,1.1493,
1668571401762,1668571401148,1668571401758,1.1467,
1668571401762,1668571401398,1668571402008,1.1467,
1668571401763,1668571401648,1668571402258,1.1442,
1668571401763,1668571401898,1668571402508,1.1454,
1668571401763,1668571402148,1668571402758,1.1454,
